seed,pair,source_train_k,target_train_k,layer_id,rank_in_target_logits,count,share,step_source,step_target
2,1-2,1,2,2,2,8508,0.1899107142857143,1500,1500
2,1-2,1,2,2,3,5829,0.13011160714285713,1500,1500
2,1-2,1,2,2,4,4644,0.10366071428571429,1500,1500
2,1-2,1,2,2,5,3530,0.07879464285714285,1500,1500
2,1-2,1,2,2,6,2612,0.05830357142857143,1500,1500
2,1-2,1,2,2,7,1630,0.036383928571428574,1500,1500
2,1-2,1,2,2,8,1339,0.029888392857142856,1500,1500
2,1-2,1,2,3,1,13249,0.29573660714285716,1500,1500
2,1-2,1,2,3,2,8272,0.18464285714285714,1500,1500
2,1-2,1,2,3,3,6282,0.1402232142857143,1500,1500
2,1-2,1,2,3,4,4956,0.110625,1500,1500
2,1-2,1,2,3,5,4287,0.09569196428571429,1500,1500
2,1-2,1,2,3,6,3494,0.07799107142857142,1500,1500
2,1-2,1,2,3,7,2466,0.055044642857142854,1500,1500
2,1-2,1,2,3,8,1794,0.040044642857142855,1500,1500
2,1-4,1,4,0,1,24912,0.5560714285714285,1500,1500
2,1-4,1,4,0,2,8844,0.19741071428571427,1500,1500
2,1-4,1,4,0,3,5438,0.12138392857142857,1500,1500
2,1-4,1,4,0,4,2862,0.06388392857142858,1500,1500
2,1-4,1,4,0,5,1637,0.03654017857142857,1500,1500
2,1-4,1,4,0,6,819,0.01828125,1500,1500
2,1-4,1,4,0,7,210,0.0046875,1500,1500
2,1-4,1,4,0,8,78,0.0017410714285714286,1500,1500
2,1-4,1,4,1,1,20269,0.4524330357142857,1500,1500
2,1-4,1,4,1,2,11037,0.24636160714285715,1500,1500
2,1-4,1,4,1,3,5487,0.12247767857142858,1500,1500
2,1-4,1,4,1,4,3755,0.08381696428571428,1500,1500
2,1-4,1,4,1,5,2065,0.04609375,1500,1500
2,1-4,1,4,1,6,1431,0.03194196428571429,1500,1500
2,1-4,1,4,1,7,584,0.013035714285714286,1500,1500
2,1-4,1,4,1,8,172,0.0038392857142857144,1500,1500
2,1-4,1,4,2,1,15959,0.35622767857142856,1500,1500
2,1-4,1,4,2,2,9695,0.21640625,1500,1500
2,1-4,1,4,2,3,6535,0.1458705357142857,1500,1500
2,1-4,1,4,2,4,4121,0.09198660714285714,1500,1500
2,1-4,1,4,2,5,2976,0.06642857142857143,1500,1500
2,1-4,1,4,2,6,2863,0.06390625,1500,1500
2,1-4,1,4,2,7,1710,0.03816964285714286,1500,1500
2,1-4,1,4,2,8,941,0.021004464285714286,1500,1500
2,1-4,1,4,3,1,11234,0.25075892857142856,1500,1500
2,1-4,1,4,3,2,7932,0.17705357142857142,1500,1500
2,1-4,1,4,3,3,6970,0.15558035714285715,1500,1500
2,1-4,1,4,3,4,5779,0.1289955357142857,1500,1500
2,1-4,1,4,3,5,4386,0.09790178571428572,1500,1500
2,1-4,1,4,3,6,3655,0.08158482142857143,1500,1500
2,1-4,1,4,3,7,2571,0.05738839285714286,1500,1500
2,1-4,1,4,3,8,2273,0.050736607142857146,1500,1500
2,2-4,2,4,0,1,32759,0.7312276785714286,1500,1500
2,2-4,2,4,0,2,8695,0.19408482142857142,1500,1500
2,2-4,2,4,0,3,2244,0.05008928571428571,1500,1500
2,2-4,2,4,0,4,892,0.019910714285714285,1500,1500
2,2-4,2,4,0,5,119,0.00265625,1500,1500
2,2-4,2,4,0,6,91,0.00203125,1500,1500
2,2-4,2,4,0,7,0,0.0,1500,1500
2,2-4,2,4,0,8,0,0.0,1500,1500
2,2-4,2,4,1,1,32977,0.73609375,1500,1500
2,2-4,2,4,1,2,7540,0.16830357142857144,1500,1500
2,2-4,2,4,1,3,2481,0.05537946428571429,1500,1500
2,2-4,2,4,1,4,984,0.021964285714285714,1500,1500
2,2-4,2,4,1,5,539,0.01203125,1500,1500
2,2-4,2,4,1,6,197,0.004397321428571428,1500,1500
2,2-4,2,4,1,7,82,0.001830357142857143,1500,1500
2,2-4,2,4,1,8,0,0.0,1500,1500
2,2-4,2,4,2,1,28309,0.6318973214285715,1500,1500
2,2-4,2,4,2,2,8850,0.19754464285714285,1500,1500
2,2-4,2,4,2,3,3866,0.08629464285714286,1500,1500
2,2-4,2,4,2,4,1901,0.042433035714285715,1500,1500
2,2-4,2,4,2,5,829,0.018504464285714287,1500,1500
2,2-4,2,4,2,6,546,0.0121875,1500,1500
2,2-4,2,4,2,7,288,0.0064285714285714285,1500,1500
2,2-4,2,4,2,8,211,0.004709821428571429,1500,1500
2,2-4,2,4,3,1,25873,0.5775223214285714,1500,1500
2,2-4,2,4,3,2,7255,0.16194196428571428,1500,1500
2,2-4,2,4,3,3,3998,0.08924107142857143,1500,1500
2,2-4,2,4,3,4,2536,0.056607142857142856,1500,1500
2,2-4,2,4,3,5,2009,0.04484375,1500,1500
2,2-4,2,4,3,6,1389,0.031004464285714285,1500,1500
2,2-4,2,4,3,7,1075,0.023995535714285716,1500,1500
2,2-4,2,4,3,8,665,0.01484375,1500,1500
